poetry,fiction,correspondence/journal,essays,musings,reviews,viscera,pith,funny,tidbit,Text,date,collection,blog,poem,form,tone
,x,,,,,,,,,"SEVERANCE
The man at the bar was reasonably certain his dog was trying to communicate with him, and had been for some time. 
""I saw a look in his eye that was human."" 
Severance looked over at the man at the bar and shook his head. ""That can't be true."" 
""He arranges objects in uncanny ways. Errant toys and bones and household items.""
""I don't think that's possible."" 
""He makes water discreetly and at regular intervals.""
""I don't think that's possible."" Severance signalled to the bartender. ""What's it got to with anything? Passing water.""
""He passes water on the hour. It's uncanny.""
""That's nonsense. Another beer.""
""Come over on Sunday night and I'll show you and you can be the judge.""
Severance shrugged and drank in silence. He and the man both stood up at the same time to leave.
***
Sunday night, Severance came around with a bottle of wine. The dog was sleeping on a chair, raised an eye at him. 
""Well I'm here."" 
""Yep. This is the dog. Here boy."" 
The dog climbed stiffly down with the air of an alderman went to the bookshelf and nosed a volume.
""See that? He's aware and capable."" 
 Never mind that.  
 See? These are the archives.  The man thumbed several pages in.  April 15, a message was recieved. Bones of a bird, unmistakably cruciform. Intentional. 
Severance looked at the dog and then the man.  That s nothing.  
 Listen. April 18, another message in bones. 3 lizards, their skeletons carefully articulated. 
 Mm. Where should I put this wine.  Severance went to the kitchen and began rummaging through the empty cabinets.
 Anywhere. Listen. May 1, discovery of an old shed north of the creek. Dilapidated.  The dog began to whine and pace.  Contents included nests, bones. Smell of piss and shit.  
Severance came back with mason jars to pour in.  You never told me you had land. 
 Family land, twenty acres of it. Thank you.  The man sipped.  What kind of name is Severance anyway. 
 Never mind that. Take me to this shed. 
***
It was 9 o clock when they reached it, holding lanterns and high-stepping through the knee-deep kudzu.
 See? That s the place. Here boy.  
The dog barked furiously and ran inside. The men followed to see it pissing in a corner, staring. 
  Left corner, unusual. That could be indicative.  The man took out his notebook.
 You re making something of nothing. You re imposing meaning.  Severance knelt down, picked up an old bottlecap. On the underside, it read,  You have won! 
Like an angel from god, the dog leapt out at him; lantern shattered and the place went up in flames. It took 10 days and crews from three counties to put it out.",20240531,,x,,,
x,,,,,,,,x,,"there's nothing I can really think to do
except to sleep, to eat, and then to poo",20231202,,x,"there's nothing I can really think to do
except to sleep, to eat, and then to poo",rhyme,funny
,,,,,,,,,,"the little girl who stuttered
kissed a black boy in the cul de sac
I love you now he muttered
through rotten teeth. She sprinted back
to the trailer where her mother sat in silence
picking skin
that was the night the little girl learned the joy of sin
and a love so piteous
that she
returned to pluck the apple knowingly
and pare it down
with a letter opener she found in mother's back
a snack for cerberus,
coyly captioned.
""N-nothing happened"" 
she said
then went to bed
drunk on significance.",20240523,,x,,,
x,,,,,,,,,,"Im sick of things that come in packs of
6 and 12 and 24
I'd rather find a thing I like discarded on the floor
and suit it to my purpose more
than all this cut rate pleasure quaffed
from cut rate glass
that shatters at the last 
before I've meted out in equal measure
times to be taken at my leisure
trading trash for treasure
at some corner bargain store ",20231117,t4h,x,"I'm sick of things that come in packs of
6 and 12 and 24
I'd rather find a thing I like discarded on the floor
and suit it to my purpose more
than all this cut rate pleasure quaffed
from cut rate glass
that shatters at the last 
before I've meted out in equal measure
times to be taken at my leisure
trading trash for treasure
at some corner bargain store ",rhyme,
,,,,,,,x,,,no one can help anyone,20240520,,x,,,
,,,,x,,,,,,"we inflict our desires on the world. there is no crime. to be violently parted from our false decency is orgasm. the liar wants to be decieved. the murderer wants to die. the thief wants his fears stolen. 

anf the pederast fears his ugly penis; he will spare no terror to know that terror, to fuck himself virginal. 

we want not to want that. ",20231106,,x,,,
,,,,x,,,,,,"we learn compassion like a child learns to speak. by mimicry. the words dont mean anything at first, but that doesnt make the child a liar. no more so is it disingenuous to inquire after or express care for someone elses wellbeing even if you dont ""feel"" any sort of emotion toward them in that moment. empathic fluency will come with time. the important thing is to observe attentively and to communicate actively, sensitively.",20240519,,x,,,
,,,,,,,x,x,,the road to hell is paved with little treats,20240518,,x,,,
,,,,,,,,,,"ive been puzzling for a long time over why transsexuality has become such a pervasive issue over the past decade and why it's defended with increasingly religious fervor.

it struck me today that maybe it is because the concept of transexuality fills a Christ vacuum in the imagination of a recently secularized public. 

the transexual could be seen as a new christ, the integrative third that disrupts the old binary. paradox incarnate, reassigned, reborn, renamed, reviled...the archetypal victim, with surgical wounds for stigmata. phallic cross and yonic tomb. miraculous offspring of Father-God Science and Mother-Spirit Sex. 

I just can't help but think that this whole marketplace of late stage capital where sexual identity is bought and sold, is on temple grounds, so to speak (or the ruins of those grounds)...trading on the ""symbolic salvage"" of the gutted Judeo-Christian framework. That people feel the loss of that framework whether they know it or not. And that LGBTQ+, and particularly the trans figure, has the kind of cultural sway it does because of its messianic glimmer, delivery for the oppressed, satisfying in a certain way the need for some deeply held contradiction, without which there is no foundation for any justice at all",20240513,,x,,,
,,,,x,,,x,,,"music is philosophy in its purest form, the wisdom of tomes in a single chord or modulation",20240513,,x,,,
,,,,x,x,,,,,OM showed me the metal paradigm was not incongruent with my spritual self. it helped me integrate/heal the false dichotomy,20240510,,x,,,
x,,,,,,,,x,,"said the corvid to the egret
I regret to inform you
your right to roost is forfeit
but I do not wish to harm you
so vacate these wet premises 
and go and find another
said the egret to the corvid
last night I fucked your mother
said the corvid to the egret
you didnt and you couldnt
you dursnt and you dassnt
and you definitely shouldnt
said to the egret to the corvid
then go away and ask her
in shame the craven raven
relocated to nebraska",20231101,t4h,x,"said the corvid to the egret
I regret to inform you
your right to roost is forfeit
but I do not wish to harm you
so vacate these wet premises 
and go and find another
said the egret to the corvid
last night I fucked your mother
said the corvid to the egret
you didnt and you couldnt
you dursnt and you dassnt
and you definitely shouldnt
said to the egret to the corvid
then go away and ask her
in shame the craven raven
relocated to nebraska",rhyme,
x,,,,,,,,,,"the sun makes preludes, 
chirping and sheer
  pours a pink concoction
an incidental curative
I wipe away my fever sweats
with the branch of a tree
and suck on the sky
like a lozenge",20230929,t4h,x,"the sun makes preludes, 
chirping and sheer
  pours a pink concoction
an incidental curative
I wipe away my fever sweats
with the branch of a tree
and suck on the sky
like a lozenge",freeverse,
,,,,,,,x,,,"there are no misunderstood geniuses
or, put another way, to be a genius one must be understood to be a genius.",20240507,,x,,,
